,id,laydate,year,weight,joeweight,length,breadth,volume,mage,fage,clutch,fertile,sire,srear,dam,drear,pair,minus,eggcount,double,doubletot,comments,eggsb,damsb,siresb,damF,sireF,relatedness
100,02LIKU1,2/20/2002,2002,289.09,283.89,107.24,68.51,255.2,9,9,1,Y,Wishtoyo,Artificial,Likuyi,Artificial,5,2001,2,Y,1,,273,96,83,-0.0591,0.0023,0.036
101,02KARE1,2/23/2002,2002,286.8,289.39,103.38,70.45,260.14,10,12,1,Y,Tapu,Parent,Kareya,Artificial,8,2001,1,N,0,Late Term Death,NA,56,71,0.0525,-0.0316,0.05
103,02KSEN1,2/24/2002,2002,301.31,261.9,100.13,68.1,235.43,9,9,1,Y,Xopoy,Artificial,Ksen,Artificial,5,2001,1,N,0,,276,94,92,-0.0226,0.0161,-0.0364
102,02HONS1,2/24/2002,2002,264.42,263.29,100.13,68.28,236.68,8,12,1,Y,Antop,Artificial,Honsi,Artificial,2,2001,1,N,4,Given to Kareya/Tapu Day 54,274,57,99,0.0549,0.0525,0.1113
104,02KOYO1,2/25/2002,2002,267.12,267.45,104.23,67.45,240.42,8,10,1,Y,Inja,Artificial,Koyo,Artificial,5,2001,1,N,0,,275,76,104,0.0525,-0.0375,0.0704
105,02TOWA1,3/5/2002,2002,296.53,273.38,106.26,67.54,245.75,9,13,1,N,Alishaw,Artificial,Towasinah,Artificial,2,2001,1,N,4,Infertile,NA,49,90,-0.0508,-0.0083,-0.0052
106,02JALA1,3/6/2002,2002,258.94,257.17,105.06,65.88,231.18,11,10,1,N,Susil,Artificial,Jalama,Artificial,2,2001,1,N,0,Infertile,NA,80,67,-0.0508,-0.0316,-0.0179
107,02TECU1,3/7/2002,2002,255.83,254.57,100.25,67.1,228.84,13,19,1,Y,Shasta,Artificial,Tecuya,Artificial,9,2001,2,Y,6,Returned to Adults Day 48; Removed Cap on Day 57,280,30,47,0,-0.0316,0.0046
108,02CHUH1,3/8/2002,2002,311.03,301.23,107.58,70.46,270.79,11,12,1,Y,O-Tum,Artificial,Chuhlna,Artificial,8,2001,1,N,2,"PipHigh onEgg;AfterCompletingRotation,Hole was tooSmall;Completed byHand;Head overRtWing",282,51,62,-0.0508,0.0549,-0.0077
109,02HUYA1,3/9/2002,2002,280.24,279.53,112.99,66.23,251.28,12,9,1,Y,Oneia,Artificial,Huya,Artificial,2,2001,0,N,0,,281,88,50,0.0549,-0.0508,-0.0077
110,02HAKU1,3/14/2002,2002,311.33,313.62,108.59,71.56,281.93,9,10,1,N,Siwon,Artificial,Haku,Artificial,5,2001,1,N,0,Infertile,NA,77,85,0.0525,-0.0375,0.0704
111,02KITS1,3/16/2002,2002,308.31,311.77,108.89,71.25,280.26,11,11,1,Y,Moko,Artificial,Kitsuk,Artificial,9,2001,1,N,0,Late Term (Day55) Death,NA,69,58,-0.0226,0.0161,-0.0364
112,02LIKU2,3/18/2002,2002,283.41,281.78,105.61,68.78,253.3,9,9,2,N,Wishtoyo,Artificial,Likuyi,Artificial,5,2001,2,Y,1,Infertile,NA,96,83,-0.0591,0.0023,0.036
113,02HOY1,3/28/2002,2002,292.09,292.97,103.22,70.94,263.36,13,9,1,N,Kaduku,Parent,Hoy,Artificial,1,2001,1,N,0,Infertile,NA,97,48,0.004,0.0525,0.0708
114,02ROTC2,3/31/2002,2002,269.64,277.71,105.03,68.47,249.64,10,11,2,N,Atishwin,Artificial,Rotciwi,Artificial,8,2001,1,N,0,Infertile,NA,59,73,0.0161,-0.0226,-0.0364
115,02SULK1,4/2/2002,2002,276.4,230.65,104.56,62.54,207.34,9,9,1,Y,Kuhu,Artificial,Sulkuw,Artificial,5,2001,1,N,0,Late Term (Day 54) Death,NA,93,91,-0.0508,-0.0083,-0.0052
116,02TENE1,4/29/2002,2002,239.24,237.38,107.61,62.54,213.39,11,11,1,N,Preghawish,Artificial,Teneiya,Artificial,1,2001,0,N,1,Almost Yolkless,NA,70,61,-0.0226,0.0525,0.0202
117,03HUYA1,1/30/2003,2003,285,284.95,109.07,68.06,256.15,13,10,1,Y,Oneia,Artificial,Huya,Artificial,3,2002,1,N,0,Returned to Adults After Pip,291,88,50,0.0549,-0.0508,-0.0077
118,03KSEN1,2/7/2003,2003,322.5,312.73,115.49,69.29,281.12,10,10,1,Y,Xopoy,Artificial,Ksen,Artificial,6,2002,1,N,0,,293,94,92,-0.0226,0.0161,-0.0364
119,03TSUT1,2/11/2003,2003,276.91,276.2,107.96,67.35,248.28,12,12,1,N,Pawoco,Artificial,Tsuts,Artificial,2,2002,0,N,2,Fertile (NOT),NA,68,60,-0.0316,0.0525,0.05
120,03HOSI1,2/12/2003,2003,273.3,266.54,102.93,67.76,239.61,13,10,1,Y,Maluk,Artificial,Hosima,Parent,6,2002,1,N,2,Manual Pip; Egg Died on Day 55,NA,84,55,0.0023,0.0525,0.0908
121,03LIKU1,2/14/2003,2003,279.26,273.82,107.51,67.2,246.15,10,10,1,Y,Wishtoyo,Artificial,Likuyi,Artificial,6,2002,2,Y,2,Inc. by Huya/Oneia14 Feb to 1 Mar; Fostered to Hosima/Maluk,296,96,83,-0.0591,0.0023,0.036
122,03TECU1,2/14/2003,2003,274.59,265.04,101.54,68.03,238.26,14,20,1,Y,Shasta,Artificial,Tecuya,Artificial,10,2002,1,N,6,Inc. by Tsuts/Pawoco from 15 Feb to 01 Mar,297,30,47,0,-0.0316,0.0046
123,03TOWA1,2/14/2003,2003,306.08,308.5,117.12,68.34,277.32,10,14,1,N,Alishaw,Artificial,Towasinah,Artificial,3,2002,1,N,4,Infertile,NA,49,90,-0.0508,-0.0083,-0.0052
124,03PIRU1,2/18/2003,2003,289.88,293.02,106.03,70,263.41,13,19,1,Y,Tumusai,Artificial,Piru,Artificial,10,2002,0,N,4,Egg Died on Day 53,NA,34,53,0,0.0161,-0.0339
125,03HONS1,2/19/2003,2003,278.36,272.95,105.28,67.8,245.37,9,13,1,Y,Antop,Artificial,Honsi,Artificial,3,2002,1,N,4,Fostered to Piru/Tumusai at Pip,299,57,99,0.0549,0.0525,0.1113
126,03KOYO1,2/21/2003,2003,280.44,284.05,104.96,69.27,255.34,9,11,1,Y,Inja,Artificial,Koyo,Artificial,6,2002,1,N,0,Natural Hatch,300,76,104,0.0525,-0.0375,0.0704
127,03KITS1,2/23/2003,2003,302.72,308.69,109.53,70.69,277.5,12,12,1,Y,Moko,Artificial,Kitsuk,Artificial,10,2002,1,N,0,"Hand Hatch; Sticky Chick,Poor Seal",302,69,58,-0.0226,0.0161,-0.0364
128,03KARE1,2/27/2003,2003,291.65,289.79,104.62,70.08,260.5,11,13,1,Y,Tapu,Parent,Kareya,Artificial,9,2002,1,N,0,Returned to Adults After Pip,304,56,71,0.0525,-0.0316,0.05
129,03CHUH1,3/3/2003,2003,302.07,289.96,105.1,69.94,260.65,12,13,1,N,O-Tum,Artificial,Chuhlna,Artificial,9,2002,1,N,2,Infertile; Yolk Breaking Down,NA,51,62,-0.0508,0.0549,-0.0077
130,03ROTC1,3/8/2003,2003,244.06,248.09,102.06,65.65,223.01,11,12,1,N,Atishwin,Artificial,Rotciwi,Artificial,9,2002,2,Y,1,Infertile; Yolk Breaking Down,NA,59,73,0.0161,-0.0226,-0.0364
132,03HOY1,3/13/2003,2003,292.18,290.44,102.04,71.04,261.09,14,10,1,Y,Kaduku,Parent,Hoy,Artificial,2,2002,1,N,0,Died Day 55,NA,97,48,0.004,0.0525,0.0708
131,03HAKU,3/13/2003,2003,313.06,317.78,111.02,71.24,285.66,10,11,1,Y,Siwon,Artificial,Haku,Artificial,6,2002,1,N,0,Died Day 55,NA,77,85,0.0525,-0.0375,0.0704
133,03TECU2,3/14/2003,2003,254.22,252.53,99.12,67.21,227.01,14,20,2,Y,Shasta,Artificial,Tecuya,Artificial,10,2002,1,N,6,Hand Hatch,309,30,47,0,-0.0316,0.0046
134,03TENE1,3/20/2003,2003,254.11,257.25,106.77,65.36,231.25,12,12,1,Y,Preghawish,Artificial,Teneiya,Artificial,2,2002,1,N,1,Natural Hatch,314,70,61,-0.0226,0.0525,0.0202
135,03SULK1,3/23/2003,2003,300.23,298.06,107.36,70.16,267.94,10,10,1,Y,Kuhu,Artificial,Sulkuw,Artificial,6,2002,1,N,0,"Hand Hatch; Pipped Then Rotated W/o Breaking Shell; Head Over Rt. Wing,Sticky Chick",316,93,91,-0.0508,-0.0083,-0.0052
136,03JALA1,3/26/2003,2003,242.6,239.06,104.82,63.59,214.9,12,11,1,N,Susil,Artificial,Jalama,Artificial,3,2002,1,N,0,Infertile,NA,80,67,-0.0508,-0.0316,-0.0179
137,03TOWA2,4/1/2003,2003,279.57,276.78,113.14,65.86,248.81,10,14,2,N,Alishaw,Artificial,Towasinah,Artificial,3,2002,1,N,4,Infertile,NA,49,90,-0.0508,-0.0083,-0.0052
138,03CHUH2,4/23/2003,2003,291.61,292.55,113.54,67.59,262.98,12,13,2,Y,O-Tum,Artificial,Chuhlna,Artificial,9,2002,1,N,2,Tranfered To LAZoo on 3 Jun,319,51,62,-0.0508,0.0549,-0.0077
139,03SULK2,4/28/2003,2003,274.75,285.92,113.54,66.82,257.02,10,10,2,Y,Kuhu,Artificial,Sulkuw,Artificial,6,2002,1,N,0,Tranfered To LAZoo on 3 Jun,320,93,91,-0.0508,-0.0083,-0.0052
140,04HUYA1,2/6/2004,2004,294.47,291.01,108,69.12,261.6,14,11,1,Y,Oneia,Artificial,Huya,Artificial,4,2003,1,N,0,Came In Dead,NA,88,50,0.0549,-0.0508,-0.0077
141,04HOSI1,2/11/2004,2004,279.28,276.24,102.4,69.16,248.32,14,11,1,Y,Maluk,Artificial,Hosima,Parent,7,2003,1,N,2,Hand Hatch; ,324,84,55,0.0023,0.0525,0.0908
142,04KOYO1,2/16/2004,2004,249.76,285.4,103.36,69.97,256.56,10,12,1,Y,Inja,Artificial,Koyo,Artificial,7,2003,1,N,0,Natural Hatch,327,76,104,0.0525,-0.0375,0.0704
143,04KITS1,2/20/2004,2004,306.19,306.22,110.33,70.15,275.27,13,13,1,Y,Moko,Artificial,Kitsuk,Artificial,11,2003,1,N,0,Aircell in Small End;Manual Pip; Chick Pipped on Day 55; Hand Hatch,329,69,58,-0.0226,0.0161,-0.0364
144,04PIRU1,2/22/2004,2004,315.96,319.72,107.11,72.75,287.41,14,20,1,Y,Tumusai,Artificial,Piru,Artificial,11,2003,1,N,4,Natural Hatch,331,34,53,0,0.0161,-0.0339
145,04HONS1,2/26/2004,2004,278.25,277.92,106.6,67.99,249.84,10,14,1,Y,Antop,Artificial,Honsi,Artificial,4,2003,1,N,4,Aircell in Small End;Manual Pip; Hand Hatch,334,57,99,0.0549,0.0525,0.1113
146,04TECU1,2/27/2004,2004,259.25,268.27,103.23,67.88,241.16,11,21,1,Y,Alishaw,Artificial,Tecuya,Artificial,1,2003,2,Y,7,"Late Term Death; Wt. Loss on Day 54, 13.4%",NA,30,90,0,-0.0083,0.0062
147,04TOWA1,3/3/2004,2004,297.89,298.29,114.21,68.05,268.14,13,15,1,N,Susil,Artificial,Towasinah,Artificial,4,2003,2,Y,5,Infertile,NA,49,67,-0.0508,-0.0316,-0.0179
148,04KSEN1,3/5/2004,2004,316.02,308.68,114.89,69.02,277.49,11,11,1,Y,Xopoy,Artificial,Ksen,Artificial,7,2003,1,N,0,Gaven to Kareya/Tapu,337,94,92,-0.0226,0.0161,-0.0364
149,04CHUH1,3/9/2004,2004,312.72,301.73,107.73,70.47,271.24,13,14,1,Y,O-Tum,Artificial,Chuhlna,Artificial,10,2003,2,Y,3,"Manual Hatch; Head and Neck Very Edemic, Died Shortly Being Given to Hosima/Maluk",339,51,62,-0.0508,0.0549,-0.0077
150,04HOY1,3/10/2004,2004,283.08,282.49,101.26,70.33,253.94,15,11,1,Y,Kaduku,Parent,Hoy,Artificial,3,2003,1,N,0,Late Term Death,NA,97,48,0.004,0.0525,0.0708
151,04HAKU1,3/11/2004,2004,306.44,302.3,108.33,70.34,271.74,11,12,1,Y,Siwon,Artificial,Haku,Artificial,7,2003,1,N,0,Midterm Death,NA,77,85,0.0525,-0.0375,0.0704
152,04LIKU1,3/11/2004,2004,NA,NA,NA,NA,NA,11,11,1,NA,Wishtoyo,Artificial,Likuyi,Artificial,7,2003,1,N,2,Broken in Nest; Poor Shell Quality,NA,96,83,-0.0591,0.0023,0.036
153,04KARE1,3/12/2004,2004,286.05,286.03,109.87,67.94,257.12,12,14,1,N,Tapu,Parent,Kareya,Artificial,10,2003,1,N,0,Infertile,NA,56,71,0.0525,-0.0316,0.05
154,04SULK1,3/12/2004,2004,303.15,309.78,107.53,71.47,278.47,11,11,1,Y,Kuhu,Artificial,Sulkuw,Artificial,7,2003,2,Y,1,Late Term Death,NA,93,91,-0.0508,-0.0083,-0.0052
155,04HOSI2,3/14/2004,2004,255.76,250.5,104.9,65.07,225.19,14,11,2,Y,Maluk,Artificial,Hosima,Parent,7,2003,1,N,2,Transfered to LAZoo; Hand Hatch and Euthanized Due to Neurological Problems,341,84,55,0.0023,0.0525,0.0908
156,04KOYO2,3/20/2004,2004,259.83,259.1,102.46,66.96,232.91,10,12,2,Y,Inja,Artificial,Koyo,Artificial,7,2003,1,N,0,Given to Teneya/Preghawish After Pip,343,76,104,0.0525,-0.0375,0.0704
157,04SIXU1,3/20/2004,2004,297.05,299.28,101.85,72.18,269.03,13,7,1,Y,Pawoco,Artificial,Sixut,Artificial,1,2003,0,N,0,Manual Pip; Manual Hatch ,347,166,60,-0.0083,0.0525,0.0417
158,04KITS2,3/21/2004,2004,309.53,311.01,112.7,69.95,279.58,13,13,2,Y,Moko,Artificial,Kitsuk,Artificial,11,2003,1,N,1,Transfered to LAZoo;Hatched and Survived,344,69,58,-0.0226,0.0161,-0.0364
159,04PIRU2,3/22/2004,2004,292.42,298.19,108.52,69.8,268.06,14,20,2,Y,Tumusai,Artificial,Piru,Artificial,11,2003,1,N,4,,346,34,53,0,0.0161,-0.0339
160,04TENE1,3/23/2004,2004,226.04,225.46,101.07,62.89,202.67,13,13,1,N,Preghawish,Artificial,Teneiya,Artificial,3,2003,1,N,1,Infertile,NA,70,61,-0.0226,0.0525,0.0202
161,04HONS2,3/25/2004,2004,149.46,145.81,81.94,56.17,131.07,10,14,2,N,Antop,Artificial,Honsi,Artificial,4,2003,1,N,4,Runt Egg; Infertile,NA,57,99,0.0549,0.0525,0.1113
162,04TECU2,3/25/2004,2004,251.99,250.41,102.64,65.77,225.1,11,21,2,Y,Alishaw,Artificial,Tecuya,Artificial,1,2003,2,Y,7,Returned to Parents on Day 53,348,30,90,0,-0.0083,0.0062
163,04JALA1,3/27/2004,2004,276.83,275.79,107.64,67.4,247.91,15,12,1,Y,Shasta,Artificial,Jalama,Artificial,1,2003,1,N,0,Given to Sixut/Pawoco After Pip,349,80,47,-0.0508,-0.0316,-0.0179
164,04TOWA2,4/2/2004,2004,277.6,282.82,117.06,65.45,254.24,13,15,2,N,Susil,Artificial,Towasinah,Artificial,4,2003,2,Y,5,Infertile,NA,49,67,-0.0508,-0.0316,-0.0179
165,04KSEN2,4/4/2004,2004,283.62,286.03,111.64,67.4,257.13,11,11,2,Y,Xopoy,Artificial,Ksen,Artificial,7,2003,1,N,0,Given to Jalama/Shasta Day 53,352,94,92,-0.0226,0.0161,-0.0364
166,04LIKU2,4/5/2004,2004,263.75,260.73,103.66,66.78,234.38,11,11,2,N,Wishtoyo,Artificial,Likuyi,Artificial,7,2003,1,N,2,Infertile,NA,96,83,-0.0591,0.0023,0.036
167,04SULK2,4/12/2004,2004,290.45,288.98,108.72,68.65,259.78,11,11,2,Y,Kuhu,Artificial,Sulkuw,Artificial,7,2003,2,Y,1,Natural Hatch,353,93,91,-0.0508,-0.0083,-0.0052
168,04CHUH2,4/17/2004,2004,285.74,290.6,109.33,68.65,261.23,13,14,2,Y,O-Tum,Artificial,Chuhlna,Artificial,10,2003,2,Y,3,Natural Hatch,354,51,62,-0.0508,0.0549,-0.0077
169,05HUYA1,2/3/2005,2005,293.33,295.61,112.95,68.12,265.73,15,12,1,Y,Oneia,Artificial,Huya,Artificial,5,2004,1,N,0,Hand Hatch;Rotational Malposition.,358,88,50,0.0549,-0.0508,-0.0077
170,05HOSI1,2/5/2005,2005,271.58,267.03,103.73,67.56,240.04,15,12,1,Y,Maluk,Artificial,Hosima,Parent,8,2004,2,Y,3,Manual Pip;Chick Pipped on Day 53; Natural Hatch.,360,84,55,0.0023,0.0525,0.0908
171,05KOYO1,2/18/2005,2005,278.45,278.48,103.5,69.07,250.34,11,13,1,Y,Inja,Artificial,Koyo,Artificial,8,2004,2,Y,1,Natural Hatch.,365,76,104,0.0525,-0.0375,0.0704
173,05PIRU1,2/18/2005,2005,301.99,307.23,104.79,72.1,276.18,15,21,1,Y,Tumusai,Artificial,Piru,Artificial,12,2004,2,Y,5,Natural Hatch.,364,34,53,0,0.0161,-0.0339
172,05LIKU1,2/18/2005,2005,NA,NA,NA,NA,NA,12,12,1,NA,Wishtoyo,Artificial,Likuyi,Artificial,8,2004,2,Y,3,Broken in Nest;Possibly while being laid;Poor Shell Quality.,NA,96,83,-0.0591,0.0023,0.036
174,05TECU1,2/20/2005,2005,256.73,258.77,101.33,67.29,232.62,12,22,1,Y,Alishaw,Artificial,Tecuya,Artificial,2,2004,2,Y,8,Hand Hatch;Rotational Malposition;Head Under Left Wing.,366,30,90,0,-0.0083,0.0062
175,05HONS1,2/22/2005,2005,275.21,271.69,105.57,67.55,244.23,11,15,1,Y,Antop,Artificial,Honsi,Artificial,5,2004,2,Y,5,Air Cell in Small End;Pipped in the Air Cell;Hand Hatch.,368,57,99,0.0549,0.0525,0.1113
176,05TOWA1,2/22/2005,2005,291.68,293.24,111.98,68.14,263.6,14,16,1,N,Susil,Artificial,Towasinah,Artificial,5,2004,2,Y,6,Infertile.,NA,49,67,-0.0508,-0.0316,-0.0179
177,05KARE1,2/23/2005,2005,284.14,282.3,105.56,68.86,253.77,13,15,1,Y,Tapu,Parent,Kareya,Artificial,11,2004,1,N,0,Died Day 52.,NA,56,71,0.0525,-0.0316,0.05
178,05KSEN1,2/24/2005,2005,317.3,313.92,114.34,69.77,282.19,12,12,1,Y,Xopoy,Artificial,Ksen,Artificial,8,2004,2,Y,1,Given to Kareya/Tapu on Day 51.,369,94,92,-0.0226,0.0161,-0.0364
179,05TAKI1,3/1/2005,2005,266.59,269.03,111.66,65.36,241.84,22,9,1,Y,Cuyama,Parent,Takihin,Parent,2,2004,0,N,0,Given to Jalama/Shasta 7 Hours After Pip.,371,139,27,-0.03,0,0.0364
180,05HAKU1,3/3/2005,2005,317.83,320.07,110.73,71.59,287.73,12,13,1,Y,Siwon,Artificial,Haku,Artificial,8,2004,1,N,0,Manual Pip;Chick Pipped on Day 54;Head Over Right Wing;Hand Hatch.,372,77,85,0.0525,-0.0375,0.0704
181,05JALA1,3/10/2005,2005,269.18,267.68,106.65,66.71,240.63,16,13,1,N,Shasta,Artificial,Jalama,Artificial,2,2004,1,N,0,Infertile.,NA,80,47,-0.0508,-0.0316,-0.0179
182,05CHUH1,3/11/2005,2005,303.88,300.27,109.62,69.69,269.92,14,15,1,Y,O-Tum,Artificial,Chuhlna,Artificial,11,2004,2,Y,3,"Manual Pip;Malposition,Head Between Legs;Very Edemic.",378,51,62,-0.0508,0.0549,-0.0077
183,05HOSI2,3/12/2005,2005,261.64,255.53,102.73,66.41,229.71,15,12,2,Y,Maluk,Artificial,Hosima,Parent,8,2004,2,Y,3,"Manual Pip;Died Day 56, 7 May.",NA,84,55,0.0023,0.0525,0.0908
184,05HUYA2,3/13/2005,2005,282.68,282.17,111.12,67.1,253.66,15,12,2,Y,Oneia,Artificial,Huya,Artificial,5,2004,1,N,0,Manual Pip;Head Over Right Wing;Edemic;Hand Hatch.,380,88,50,0.0549,-0.0508,-0.0077
185,05SIXU1,3/15/2005,2005,313.38,318.26,107.18,72.56,286.1,14,8,1,Y,Pawoco,Artificial,Sixut,Artificial,2,2004,1,N,0,Manual Pip;Chick Pipped on Day 55;Given to Parents After Chick Pipped.,382,166,60,-0.0083,0.0525,0.0417
186,05LIKU2,3/16/2005,2005,259.57,261.35,105.07,66.41,234.94,12,12,2,Y,Wishtoyo,Artificial,Likuyi,Artificial,8,2004,2,Y,3,Manual Pip Day 54;Natural Hatch,381,96,83,-0.0591,0.0023,0.036
187,05SULK1,3/16/2005,2005,282.97,286.36,108.84,68.3,257.42,12,12,1,Y,Kuhu,Artificial,Sulkuw,Artificial,8,2004,2,Y,2,Early Term Death,NA,93,91,-0.0508,-0.0083,-0.0052
188,05HOY1,3/17/2005,2005,280.37,276.99,102.41,69.25,248.99,16,12,1,Y,Kaduku,Parent,Hoy,Artificial,4,2004,1,N,0,Given to Hosima/Maluk 3 Hours After Pip,383,97,48,0.004,0.0525,0.0708
189,05KITS1,3/19/2005,2005,308.21,283.85,103.24,69.82,255.16,14,14,1,Y,Moko,Artificial,Kitsuk,Artificial,12,2004,2,Y,1,"Manual Pip,Chick Pipped Day 56;Natural Hatch;Given to Tecuya/Alishaw on Day 56",384,69,58,-0.0226,0.0161,-0.0364
190,05TECU2,3/22/2005,2005,245.77,243.33,103.48,64.57,218.74,12,22,2,Y,Alishaw,Artificial,Tecuya,Artificial,2,2004,2,Y,8,Rotational Malposition;Did Not Pip in Aircell; Given to Piru/Tumasai ,385,30,90,0,-0.0083,0.0062
191,05PIRU2,3/23/2005,2005,105.87,102.74,70.34,50.89,92.36,15,21,2,N,Tumusai,Artificial,Piru,Artificial,12,2004,2,Y,5,Runt Egg; Infertile,NA,34,53,0,0.0161,-0.0339
192,05TOWA2,3/25/2005,2005,270.4,273.31,112.13,65.74,245.69,14,16,2,N,Susil,Artificial,Towasinah,Artificial,5,2004,2,Y,6,Infertile.,NA,49,67,-0.0508,-0.0316,-0.0179
193,05KOYO2,3/27/2005,2005,259.4,261.33,104.4,66.62,234.92,11,13,2,Y,Inja,Artificial,Koyo,Artificial,8,2004,2,Y,1,Given to Huya/Oneia After Internal Pip,387,76,104,0.0525,-0.0375,0.0704
194,05KSEN2,3/27/2005,2005,296.3,290.52,112.72,67.6,261.16,12,12,2,Y,Xopoy,Artificial,Ksen,Artificial,8,2004,2,Y,1,Aircell in Small End;Hatched by Adults;♂Aggressive to Chick;Pulled to Puppet Rear,388,94,92,-0.0226,0.0161,-0.0364
